Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Div. Gr. Years,Div. Years,Div. Growth 3Y,Div. Growth 5Y
ABG,"Asbury Automotive Group, Inc.",4.35B,0,-,-,-,-,-,-,-,-
UCB,"United Community Banks, Inc.",4.33B,1.00,2.79%,37.40%,4.26%,Quarterly,11,12,3.65%,6.07%
TGTX,"TG Therapeutics, Inc.",4.32B,0,-,-,-,-,-,-,-,-
LNTH,"Lantheus Holdings, Inc.",4.32B,0,-,-,-,-,-,1,-,-
ACIW,"ACI Worldwide, Inc.",4.31B,0,-,-,-,-,-,1,-,-
VISN,"Vistance Networks, Inc.",4.30B,0,-,-,-,-,-,1,-,-
CVCO,"Cavco Industries, Inc.",4.30B,0,-,-,-,-,-,1,-,-
EPR,EPR Properties,4.30B,3.54,6.27%,154.48%,3.52%,Monthly,4,30,2.53%,69.81%
EOSE,"Eos Energy Enterprises, Inc.",4.29B,0,-,-,-,-,-,1,-,-
ANF,Abercrombie & Fitch Co.,4.26B,0,-,-,-,-,-,-,-,-
CUZ,Cousins Properties Incorporated,4.25B,1.28,5.05%,533.10%,-,Quarterly,-,47,-,1.13%
SXT,Sensient Technologies Corporation,4.25B,1.64,1.64%,50.15%,-,Quarterly,-,56,-,1.01%
MZTI,The Marzetti Company,4.24B,4.00,2.59%,58.97%,5.48%,Quarterly,9,55,5.27%,5.83%
GEF,"Greif, Inc.",4.23B,2.24,3.02%,11.96%,3.77%,Quarterly,5,53,3.93%,4.56%
SKYW,"SkyWest, Inc.",4.23B,0,-,-,-,-,-,-,-,-
AD,"Array Digital Infrastructure, Inc.",4.23B,33.25,67.87%,"18,467.81%",-,Semi-Annual,2,2,13.07%,7.65%
BLLN,"BillionToOne, Inc.",4.23B,0,-,-,-,-,-,1,-,-
NSA,National Storage Affiliates Trust,4.22B,2.28,6.94%,374.71%,1.33%,Quarterly,11,11,1.20%,10.72%
CZR,"Caesars Entertainment, Inc.",4.21B,0,-,-,-,-,-,1,-,-
NMRK,"Newmark Group, Inc.",4.20B,0.12,0.69%,20.37%,-,Quarterly,-,8,-,24.57%
INDB,Independent Bank Corp.,4.19B,2.36,2.77%,53.15%,3.51%,Quarterly,15,32,3.64%,4.88%
APGE,"Apogee Therapeutics, Inc.",4.19B,0,-,-,-,-,-,1,-,-
MYRG,MYR Group Inc.,4.18B,0,-,-,-,-,-,-,-,-
VSNT,"Versant Media Group, Inc.",4.18B,0,-,-,-,-,-,-,-,-
CAR,"Avis Budget Group, Inc.",4.18B,0,-,-,-,-,-,-,-,-
ZETA,Zeta Global Holdings Corp.,4.17B,0,-,-,-,-,-,1,-,-
TFSL,TFS Financial Corporation,4.17B,1.13,7.55%,353.13%,-,Quarterly,-,12,-,0.18%
WIX,Wix.com Ltd.,4.17B,0,-,-,-,-,-,-,-,-
HRB,"H&R Block, Inc.",4.15B,1.68,5.13%,35.59%,13.15%,Quarterly,10,56,12.77%,9.47%
ALHC,"Alignment Healthcare, Inc.",4.15B,0,-,-,-,-,-,1,-,-
SHAK,Shake Shack Inc.,4.15B,0,-,-,-,-,-,1,-,-
ALM,Almonty Industries Inc.,4.14B,0,-,-,-,-,-,-,-,-
NWE,"NorthWestern Energy Group, Inc.",4.13B,2.64,3.92%,74.81%,1.54%,Quarterly,21,21,1.43%,1.76%
TERN,"Terns Pharmaceuticals, Inc.",4.13B,0,-,-,-,-,-,1,-,-
KRC,Kilroy Realty Corporation,4.13B,2.16,6.25%,79.72%,-,Quarterly,-,29,0.31%,1.70%
CGON,"CG Oncology, Inc.",4.12B,0,-,-,-,-,-,-,-,-
PBF,PBF Energy Inc.,4.12B,1.10,3.12%,-,7.32%,Quarterly,3,4,40.10%,40.63%
MDU,"MDU Resources Group, Inc.",4.11B,0.56,2.78%,58.37%,5.88%,Quarterly,1,55,-15.02%,-8.46%
HGTY,"Hagerty, Inc.",4.10B,0,-,-,-,-,-,1,-,-
IRT,"Independence Realty Trust, Inc.",4.10B,0.68,4.06%,735.26%,4.69%,Quarterly,4,13,6.16%,6.90%
MMS,"Maximus, Inc.",4.09B,1.32,1.76%,18.78%,2.50%,Quarterly,-,22,3.17%,1.89%
FULT,Fulton Financial Corporation,4.09B,0.76,3.35%,35.10%,5.80%,Quarterly,2,44,3.42%,5.07%
SKE,Skeena Resources Limited,4.08B,0,-,-,-,-,-,1,-,-
HSAI,Hesai Group,4.08B,0,-,-,-,-,-,1,-,-
LBRT,Liberty Energy Inc.,4.08B,0.36,1.43%,38.20%,13.33%,Quarterly,3,5,50.37%,46.72%
ACMR,"ACM Research, Inc.",4.06B,0,-,-,-,-,-,-,-,-
RSI,"Rush Street Interactive, Inc.",4.06B,0,-,-,-,-,-,-,-,-
NHI,"National Health Investors, Inc.",4.05B,3.68,4.32%,114.88%,1.11%,Quarterly,1,35,0.37%,-3.77%
BANF,BancFirst Corporation,4.04B,1.96,1.63%,26.72%,6.74%,Quarterly,28,33,6.79%,7.23%
CNO,"CNO Financial Group, Inc.",4.04B,0.68,1.59%,29.13%,6.35%,Quarterly,14,14,6.16%,6.90%
KC,Kingsoft Cloud Holdings Limited,4.03B,0,-,-,-,-,-,1,-,-
TAC,TransAlta Corporation,4.03B,0.18,1.34%,-,3.91%,Quarterly,6,38,4.71%,6.67%
SKT,Tanger Inc.,4.03B,1.17,3.48%,124.50%,6.36%,Quarterly,5,34,11.68%,16.94%
INTR,"Inter & Co, Inc.",4.02B,0.08,0.88%,15.56%,-,Annual,2,2,-,-
FTDR,"Frontdoor, Inc.",4.02B,0,-,-,-,-,-,-,-,-
PRM,"Perimeter Solutions, Inc.",4.01B,0,-,-,-,-,-,1,-,-
HGV,Hilton Grand Vacations Inc.,4.01B,0,-,-,-,-,-,1,-,-
EMAT,Evolution Metals & Technologies Corp.,4.01B,0,-,-,-,-,-,1,-,-
LPL,"LG Display Co., Ltd.",4.00B,0,-,-,-,-,-,-,-,-
GPOR,Gulfport Energy Corporation,4.00B,0,-,-,-,-,-,1,-,-
MNDY,monday.com Ltd.,4.00B,0,-,-,-,-,-,-,-,-
AEO,"American Eagle Outfitters, Inc.",3.99B,0.50,2.12%,43.23%,-,Quarterly,-,23,21.32%,12.70%
GPI,"Group 1 Automotive, Inc.",3.99B,2.00,0.59%,7.90%,6.38%,Quarterly,5,16,7.95%,26.81%
KAI,Kadant Inc.,3.98B,1.36,0.40%,15.72%,6.25%,Quarterly,13,14,8.32%,6.99%
AZZ,AZZ Inc.,3.98B,0.80,0.60%,7.23%,13.24%,Quarterly,1,17,4.23%,2.52%
ACLX,"Arcellx, Inc.",3.98B,0,-,-,-,-,-,1,-,-
DORM,"Dorman Products, Inc.",3.97B,0,-,-,-,-,-,-,-,-
NAMS,NewAmsterdam Pharma Company N.V.,3.97B,0,-,-,-,-,-,1,-,-
JOE,The St. Joe Company,3.97B,0.64,0.93%,32.23%,11.54%,Quarterly,5,6,13.19%,31.06%
AAUC,Allied Gold Corporation,3.96B,0,-,-,-,-,-,1,-,-
AGO,Assured Guaranty Ltd.,3.95B,1.36,1.59%,17.01%,9.68%,Quarterly,14,22,9.71%,10.65%
SIG,Signet Jewelers Limited,3.95B,1.28,1.32%,37.38%,10.34%,Quarterly,4,16,16.96%,48.04%
FIBK,"First Interstate BancSystem, Inc.",3.94B,1.88,4.82%,63.95%,-,Quarterly,-,17,2.22%,5.04%
FHI,"Federated Hermes, Inc.",3.94B,1.36,2.55%,26.52%,-39.29%,Quarterly,-,29,7.99%,-8.15%
WSC,WillScot Holdings Corporation,3.94B,0.28,1.29%,23.34%,-,Quarterly,1,1,-,-
WPP,WPP plc,3.94B,2.12,11.35%,446.02%,-15.92%,Semi-Annual,-,33,-4.96%,5.46%
FLY,Firefly Aerospace Inc.,3.94B,0,-,-,-,-,-,1,-,-
CALM,"Cal-Maine Foods, Inc.",3.93B,8.36,10.13%,33.48%,85.92%,Quarterly,1,6,37.20%,197.70%
ACAD,ACADIA Pharmaceuticals Inc.,3.93B,0,-,-,-,-,-,1,-,-
ENVA,"Enova International, Inc.",3.92B,0,-,-,-,-,-,1,-,-
GPK,Graphic Packaging Holding Company,3.92B,0.44,3.31%,29.73%,10.00%,Quarterly,1,11,7.93%,7.96%
QLYS,"Qualys, Inc.",3.91B,0,-,-,-,-,-,-,-,-
GRAL,"GRAIL, Inc.",3.91B,0,-,-,-,-,-,1,-,-
LBTYA,Liberty Global Ltd.,3.91B,-,-,-,-,-,-,-,-,-
RNST,Renasant Corporation,3.91B,0.92,2.23%,43.00%,1.14%,Quarterly,1,33,0.38%,0.23%
EXPO,"Exponent, Inc.",3.91B,1.20,1.53%,58.45%,6.14%,Quarterly,13,14,7.28%,9.46%
ADMA,"ADMA Biologics, Inc.",3.90B,0,-,-,-,-,-,1,-,-
CBT,Cabot Corporation,3.90B,1.80,2.41%,31.48%,4.65%,Quarterly,14,56,6.74%,5.15%
ASO,"Academy Sports and Outdoors, Inc.",3.89B,0.52,0.89%,9.49%,18.18%,Quarterly,4,4,18.19%,-
BBAR,Banco BBVA Argentina S.A.,3.89B,0.18,0.98%,84.34%,-,Monthly,-,5,7.05%,9.58%
DLO,DLocal Limited,3.89B,0.51,3.87%,91.19%,-,-,1,1,-,-
RH,RH,3.89B,0,-,-,-,-,-,1,-,-
PII,Polaris Inc.,3.88B,2.72,3.94%,-,1.51%,Quarterly,29,40,1.53%,1.56%
BKD,Brookdale Senior Living Inc.,3.87B,0,-,-,-,-,-,-,-,-
SMG,The Scotts Miracle-Gro Company,3.87B,2.64,3.96%,174.51%,-,Quarterly,-,22,-,-18.72%
CVLT,"Commvault Systems, Inc.",3.86B,0,-,-,-,-,-,1,-,-
WK,Workiva Inc.,3.86B,0,-,-,-,-,-,1,-,-
WSFS,WSFS Financial Corporation,3.86B,0.68,0.96%,13.36%,13.33%,Quarterly,1,29,5.45%,7.21%
KEN,Kenon Holdings Ltd.,3.84B,4.80,6.49%,53.57%,26.32%,Annual,2,8,19.82%,3.25%
BETA,"BETA Technologies, Inc.",3.83B,0,-,-,-,-,-,1,-,-
BNL,"Broadstone Net Lease, Inc.",3.82B,1.16,6.00%,247.22%,0.43%,Quarterly,6,6,2.10%,-
KBH,KB Home,3.82B,1.00,1.65%,16.25%,-,Quarterly,3,41,18.56%,15.81%
KLIC,"Kulicke and Soffa Industries, Inc.",3.82B,0.82,1.13%,-,1.86%,Quarterly,8,8,4.43%,9.54%
ARMN,Aris Mining Corporation,3.81B,0,-,-,-,-,-,-,-,-
CWK,Cushman & Wakefield Limited,3.78B,0,-,-,-,-,-,1,-,-
UPST,"Upstart Holdings, Inc.",3.78B,0,-,-,-,-,-,1,-,-
USAC,"USA Compression Partners, LP",3.76B,2.10,7.86%,259.62%,-,Quarterly,-,9,-,-
FG,"F&G Annuities & Life, Inc.",3.75B,1.00,3.59%,26.58%,7.06%,Quarterly,3,3,-,-
BKU,"BankUnited, Inc.",3.75B,1.32,2.61%,35.17%,6.90%,Quarterly,6,16,7.43%,6.15%
ICUI,"ICU Medical, Inc.",3.75B,0,-,-,-,-,-,1,-,-
GTX,Garrett Motion Inc.,3.75B,0.32,1.66%,12.72%,-,Quarterly,1,1,-,-
CGAU,Centerra Gold Inc.,3.75B,0.20,1.08%,12.51%,-2.34%,Quarterly,-,6,-1.91%,6.36%
LCII,LCI Industries,3.74B,4.60,2.98%,64.59%,6.98%,Quarterly,9,11,3.08%,9.67%
APAM,Artisan Partners Asset Management Inc.,3.73B,3.87,8.37%,95.56%,11.21%,Quarterly,2,14,11.13%,2.68%
PPTA,Perpetua Resources Corp.,3.73B,0,-,-,-,-,-,1,-,-
FSK,FS KKR Capital Corp.,3.72B,2.80,21.05%,288.30%,-3.45%,Quarterly,-,12,0.85%,7.50%
ERAS,"Erasca, Inc.",3.72B,0,-,-,-,-,-,1,-,-
DX,"Dynex Capital, Inc.",3.72B,2.04,14.66%,81.78%,24.69%,Monthly,1,19,9.00%,4.26%
MHO,"M/I Homes, Inc.",3.71B,0,-,-,-,-,-,-,-,-
SOUN,"SoundHound AI, Inc.",3.70B,0,-,-,-,-,-,1,-,-
VEON,VEON Ltd.,3.70B,0,-,-,-,-,-,-,-,-
XMTR,"Xometry, Inc.",3.69B,0,-,-,-,-,-,1,-,-
KTB,"Kontoor Brands, Inc.",3.69B,2.12,3.19%,53.86%,3.47%,Quarterly,5,7,3.59%,21.17%
LQDA,Liquidia Corporation,3.69B,0,-,-,-,-,-,1,-,-
GEF.B,"Greif, Inc.",3.69B,3.29,3.83%,17.88%,3.79%,Quarterly,5,24,3.94%,4.58%
CALX,"Calix, Inc.",3.68B,0,-,-,-,-,-,1,-,-
MEOH,Methanex Corporation,3.68B,0.74,1.55%,24.84%,-,Quarterly,-,25,3.37%,37.60%
CMBT,Cmb.Tech NV,3.68B,0.07,0.55%,8.73%,-,Semi-Annual,-,12,-22.43%,-43.19%
LGND,Ligand Pharmaceuticals Incorporated,3.68B,0,-,-,-,-,-,-,-,-
HNI,HNI Corporation,3.68B,1.36,2.63%,45.29%,3.05%,Quarterly,15,55,1.79%,2.05%
LRN,"Stride, Inc.",3.68B,0,-,-,-,-,-,1,-,-
CDP,COPT Defense Properties,3.67B,1.22,3.83%,91.01%,3.39%,Quarterly,3,34,3.20%,2.09%
AB,AllianceBernstein Holding L.P.,3.66B,3.38,8.51%,113.93%,3.68%,Quarterly,2,39,4.64%,3.04%
TTAM,Titan America SA,3.66B,0.16,0.85%,16.24%,-,Quarterly,1,1,-,-
CATY,Cathay General Bancorp,3.64B,1.36,2.51%,29.96%,-,Quarterly,-,35,-,1.86%
BHF,"Brighthouse Financial, Inc.",3.64B,0,-,-,-,-,-,1,-,-
COLD,"Americold Realty Trust, Inc.",3.63B,0.92,7.22%,-,4.55%,Quarterly,1,8,1.49%,1.60%
YETI,"YETI Holdings, Inc.",3.63B,0,-,-,-,-,-,1,-,-
WSBC,"WesBanco, Inc.",3.63B,1.52,4.02%,66.86%,2.76%,Quarterly,15,49,2.59%,2.92%
SEI,"Solaris Energy Infrastructure, Inc.",3.63B,0.48,0.91%,53.00%,-,Quarterly,-,8,4.14%,2.71%
OTTR,Otter Tail Corporation,3.62B,2.31,2.68%,32.51%,11.67%,Quarterly,12,56,8.72%,7.49%
UNF,UniFirst Corporation,3.61B,1.46,0.73%,18.92%,5.15%,Quarterly,8,44,5.44%,7.42%
DAN,Dana Incorporated,3.60B,0.40,1.25%,102.80%,-,Quarterly,-,14,-,31.95%
HAYW,"Hayward Holdings, Inc.",3.60B,0,-,-,-,-,-,1,-,-
FBP,First BanCorp.,3.60B,0.80,3.45%,34.42%,12.12%,Quarterly,7,9,13.96%,27.46%
LCID,"Lucid Group, Inc.",3.60B,0,-,-,-,-,-,1,-,-
LIVN,LivaNova PLC,3.59B,0,-,-,-,-,-,1,-,-
CCC,CCC Intelligent Solutions Holdings Inc.,3.58B,0,-,-,-,-,-,1,-,-
EXK,Endeavour Silver Corp.,3.58B,0,-,-,-,-,-,1,-,-
CLBT,Cellebrite DI Ltd.,3.58B,0,-,-,-,-,-,1,-,-
AVNT,Avient Corporation,3.57B,1.08,2.77%,88.18%,4.08%,Quarterly,14,15,3.81%,5.50%
FLNC,"Fluence Energy, Inc.",3.57B,0,-,-,-,-,-,1,-,-
HP,"Helmerich & Payne, Inc.",3.57B,1.00,2.80%,-,-25.37%,Quarterly,-,56,-12.05%,-7.29%
FUL,H.B. Fuller Company,3.56B,0.94,1.43%,34.18%,5.62%,Quarterly,57,57,7.34%,7.66%
DNN,Denison Mines Corp.,3.56B,-,-,-,-,-,-,-,-,-
LBTYB,Liberty Global Ltd.,3.55B,-,-,-,-,-,-,-,-,-
LBTYK,Liberty Global Ltd.,3.55B,-,-,-,-,-,-,-,-,-
GNW,"Genworth Financial, Inc.",3.55B,0,-,-,-,-,-,-,-,-
ATGE,Adtalem Global Education Inc.,3.54B,0,-,-,-,-,-,-,-,-
TCGL,TechCreate Group Ltd.,3.53B,0,-,-,-,-,-,1,-,-
MIAX,"Miami International Holdings, Inc.",3.53B,0,-,-,-,-,-,-,-,-
QTWO,"Q2 Holdings, Inc.",3.53B,0,-,-,-,-,-,1,-,-
CBU,"Community Financial System, Inc.",3.52B,1.88,2.82%,47.10%,2.19%,Quarterly,35,43,2.24%,2.29%
BOX,"Box, Inc.",3.51B,0,-,-,-,-,-,1,-,-
LUNR,"Intuitive Machines, Inc.",3.51B,0,-,-,-,-,-,1,-,-
STUB,"StubHub Holdings, Inc.",3.49B,0,-,-,-,-,-,1,-,-
KFY,Korn Ferry,3.48B,1.92,2.88%,39.10%,33.33%,Quarterly,5,11,47.36%,36.85%
MCHB,Mechanics Bancorp,3.46B,0.42,2.68%,17.56%,-,Semi-Annual,-,5,-40.38%,-23.05%
CNTA,Centessa Pharmaceuticals plc,3.44B,0,-,-,-,-,-,1,-,-
BFH,"Bread Financial Holdings, Inc.",3.44B,0.92,1.18%,8.08%,4.76%,Quarterly,1,11,1.56%,0.93%
AHL,Aspen Insurance Holdings Limited,3.43B,0,-,-,-,-,-,1,-,-
FRPT,"Freshpet, Inc.",3.41B,0,-,-,-,-,-,1,-,-
BULL,Webull Corporation,3.41B,0,-,-,-,-,-,1,-,-
CSTM,Constellium SE,3.40B,0,-,-,-,-,-,1,-,-
SA,Seabridge Gold Inc.,3.39B,0,-,-,-,-,-,1,-,-
COLM,Columbia Sportswear Company,3.39B,1.20,1.91%,37.04%,-,Quarterly,-,21,-,35.78%
SYNA,Synaptics Incorporated,3.38B,0,-,-,-,-,-,-,-,-
SBCF,Seacoast Banking Corporation of Florida,3.37B,0.76,2.19%,47.13%,2.78%,Quarterly,5,6,2.86%,41.60%
PI,"Impinj, Inc.",3.36B,0,-,-,-,-,-,1,-,-
FSM,Fortuna Mining Corp.,3.36B,0,-,-,-,-,-,1,-,-
KNSA,"Kiniksa Pharmaceuticals International, plc",3.36B,0,-,-,-,-,-,1,-,-
PLMR,"Palomar Holdings, Inc.",3.35B,0,-,-,-,-,-,-,-,-
SPHR,Sphere Entertainment Co.,3.35B,-,-,-,-,-,-,-,-,-
TDW,Tidewater Inc.,3.35B,0,-,-,-,-,-,-,-,-
UAA,"Under Armour, Inc.",3.35B,0,-,-,-,-,-,-,-,-
OSCR,"Oscar Health, Inc.",3.35B,0,-,-,-,-,-,-,-,-
TGNA,TEGNA Inc.,3.34B,0.50,2.41%,23.79%,2.30%,Quarterly,5,55,9.58%,12.30%
PLBL,Polibeli Group Ltd,3.34B,0,-,-,-,-,-,1,-,-
FHB,"First Hawaiian, Inc.",3.34B,1.04,3.82%,47.27%,-,Quarterly,-,10,-,-
AVA,Avista Corporation,3.34B,1.96,4.78%,83.40%,3.16%,Quarterly,23,55,3.26%,3.66%
YSS,"York Space Systems, Inc.",3.33B,0,-,-,-,-,-,1,-,-
COCO,"The Vita Coco Company, Inc.",3.33B,0,-,-,-,-,-,1,-,-
PAGS,PagSeguro Digital Ltd.,3.32B,0.14,1.23%,36.53%,-,Quarterly,1,2,-,-
GBDC,"Golub Capital BDC, Inc.",3.32B,1.56,12.36%,120.62%,-19.35%,Quarterly,-,17,5.98%,5.28%
AAP,"Advance Auto Parts, Inc.",3.32B,1.00,1.81%,-,-,Quarterly,-,21,-44.97%,-
JOYY,JOYY Inc.,3.32B,3.86,5.94%,11.57%,-,Quarterly,1,2,22.92%,-
CRGY,Crescent Energy Company,3.31B,0.48,4.66%,462.19%,-,Quarterly,-,4,-10.96%,-
VKTX,"Viking Therapeutics, Inc.",3.31B,0,-,-,-,-,-,1,-,-
OII,"Oceaneering International, Inc.",3.31B,0,-,-,-,-,-,-,-,-
UA,"Under Armour, Inc.",3.31B,0,-,-,-,-,-,1,-,-
BXMT,"Blackstone Mortgage Trust, Inc.",3.30B,1.88,9.64%,302.17%,-13.76%,Quarterly,-,14,-8.82%,-5.39%
PTEN,"Patterson-UTI Energy, Inc.",3.30B,0.40,4.60%,-,6.25%,Quarterly,-,23,12.31%,33.56%
BCC,Boise Cascade Company,3.30B,0.88,0.99%,17.16%,-85.08%,Quarterly,-,10,-40.06%,-15.34%
ERO,Ero Copper Corp.,3.30B,0,-,-,-,-,-,1,-,-
ARQT,"Arcutis Biotherapeutics, Inc.",3.29B,0,-,-,-,-,-,1,-,-
FIZZ,National Beverage Corp.,3.29B,0,-,-,-,-,-,-,-,1.61%
MPT,"Medical Properties Trust, Inc.",3.28B,0.33,6.04%,-,-28.26%,Quarterly,-,21,-34.23%,-21.26%
CNS,"Cohen & Steers, Inc.",3.28B,2.48,3.86%,83.50%,5.08%,Quarterly,3,22,3.76%,-1.09%
XENE,Xenon Pharmaceuticals Inc.,3.28B,0,-,-,-,-,-,1,-,-
SLG,SL Green Realty Corp.,3.27B,3.09,7.18%,-,3.00%,-,-,29,-5.40%,-10.06%
AAOI,"Applied Optoelectronics, Inc.",3.27B,0,-,-,-,-,-,1,-,-
BANC,"Banc of California, Inc.",3.26B,0.40,1.90%,35.90%,5.00%,Quarterly,-,4,-,-
GRBK,"Green Brick Partners, Inc.",3.26B,0,-,-,-,-,-,1,-,-
ALMS,Alumis Inc.,3.26B,0,-,-,-,-,-,1,-,-
DNLI,Denali Therapeutics Inc.,3.25B,0,-,-,-,-,-,1,-,-
HAFN,Hafnia Limited,3.23B,0.40,6.12%,65.45%,-70.91%,Quarterly,-,3,-,-
HYMC,Hycroft Mining Holding Corporation,3.22B,0,-,-,-,-,-,1,-,-
NP,Neptune Insurance Holdings Inc.,3.22B,0,-,-,-,-,-,1,-,-
IPAR,"Interparfums, Inc.",3.21B,3.20,3.20%,62.44%,6.67%,Quarterly,5,24,14.62%,66.51%
BSM,"Black Stone Minerals, L.P.",3.21B,1.20,7.93%,110.19%,-15.00%,Quarterly,-,12,-9.93%,18.10%
EWTX,"Edgewise Therapeutics, Inc.",3.20B,0,-,-,-,-,-,1,-,-
WDFC,WD-40 Company,3.20B,4.08,1.72%,58.35%,7.26%,Quarterly,10,34,6.60%,7.46%
PRK,Park National Corporation,3.20B,4.40,2.49%,50.05%,17.05%,Quarterly,2,40,5.99%,5.32%
STNG,Scorpio Tankers Inc.,3.19B,1.68,2.48%,27.56%,1.25%,Quarterly,3,13,47.97%,32.28%
VNET,"VNET Group, Inc.",3.19B,0,-,-,-,-,-,1,-,-
LEGN,Legend Biotech Corporation,3.17B,0,-,-,-,-,-,1,-,-
FBK,FB Financial Corporation,3.17B,0.84,1.37%,31.84%,11.43%,Quarterly,8,9,13.04%,15.47%
WU,The Western Union Company,3.17B,0.94,9.42%,40.55%,-,Quarterly,-,20,-,0.65%
CAKE,The Cheesecake Factory Incorporated,3.16B,1.08,1.70%,32.83%,-,Quarterly,-,4,-,31.95%
CXT,"Crane NXT, Co.",3.16B,0.68,1.24%,25.38%,6.25%,Quarterly,3,3,-,-
SII,Sprott Inc.,3.16B,1.30,1.06%,66.49%,23.81%,Quarterly,2,15,9.14%,6.60%
DJT,Trump Media & Technology Group Corp.,3.16B,0,-,-,-,-,-,1,-,-
SFNC,Simmons First National Corporation,3.15B,0.85,3.91%,-,1.19%,Quarterly,14,52,3.35%,4.26%
BOH,Bank of Hawaii Corporation,3.15B,2.80,3.54%,60.48%,-,Quarterly,-,54,-,0.88%
OPLN,"OPENLANE, Inc.",3.14B,0,-,-,-,-,-,-,-,-
BTDR,Bitdeer Technologies Group,3.14B,0,-,-,-,-,-,-,-,-
SXI,Standex International Corporation,3.14B,1.36,0.52%,29.58%,6.45%,Quarterly,15,56,6.92%,7.49%
ARLP,"Alliance Resource Partners, L.P.",3.14B,2.40,9.83%,103.15%,-10.71%,Quarterly,-,28,8.63%,90.37%
DNOW,DNOW Inc.,3.13B,0,-,-,-,-,-,1,-,-
MTRN,Materion Corporation,3.12B,0.56,0.37%,59.93%,3.70%,Quarterly,13,15,3.85%,4.01%
PAY,"Paymentus Holdings, Inc.",3.11B,0,-,-,-,-,-,1,-,-
BKV,BKV Corporation,3.11B,0,-,-,-,-,-,1,-,-
VERA,"Vera Therapeutics, Inc.",3.11B,0,-,-,-,-,-,1,-,-
KMT,Kennametal Inc.,3.10B,0.80,1.97%,55.89%,-,Quarterly,-,56,-,-
PBH,Prestige Consumer Healthcare Inc.,3.09B,0,-,-,-,-,-,1,-,-
PFS,"Provident Financial Services, Inc.",3.09B,0.96,4.06%,43.05%,-,Quarterly,-,24,-,0.85%
NIQ,NIQ Global Intelligence plc,3.08B,0,-,-,-,-,-,1,-,-
USLM,"United States Lime & Minerals, Inc.",3.08B,0.24,0.22%,5.14%,14.29%,Quarterly,2,13,14.47%,13.40%
NMIH,"NMI Holdings, Inc.",3.07B,0,-,-,-,-,-,1,-,-
FFBC,First Financial Bancorp.,3.07B,1.00,3.21%,37.22%,4.21%,Quarterly,2,44,2.47%,1.48%
EEFT,"Euronet Worldwide, Inc.",3.06B,0,-,-,-,-,-,1,-,-
PVH,PVH Corp.,3.05B,0.15,0.23%,2.24%,-,Quarterly,-,56,-,31.95%
MARA,"MARA Holdings, Inc.",3.05B,0,-,-,-,-,-,1,-,-
CPK,Chesapeake Utilities Corporation,3.04B,2.74,2.12%,47.95%,7.37%,Quarterly,22,55,7.99%,8.90%
DRD,DRDGOLD Limited,3.04B,0.50,1.43%,21.15%,86.43%,Semi-Annual,1,18,7.30%,-7.85%
LXP,LXP Industrial Trust,3.04B,2.80,5.46%,143.63%,3.81%,Quarterly,6,32,3.61%,5.10%
MANU,Manchester United plc,3.02B,0,-,-,-,-,-,-,-,8.45%
HTGC,"Hercules Capital, Inc.",3.01B,1.88,11.19%,107.28%,-2.08%,Quarterly,-,21,-1.38%,6.85%
INSW,"International Seaways, Inc.",3.01B,2.93,4.80%,66.76%,-49.22%,Quarterly,-,6,-4.46%,64.94%
TPH,"Tri Pointe Homes, Inc.",3.01B,0,-,-,-,-,-,1,-,-
GT,The Goodyear Tire & Rubber Company,3.01B,0,-,-,-,-,-,-,-,-
VRNS,"Varonis Systems, Inc.",3.01B,0,-,-,-,-,-,1,-,-
CPRX,"Catalyst Pharmaceuticals, Inc.",3.01B,0,-,-,-,-,-,1,-,-
ITGR,Integer Holdings Corporation,2.99B,-,-,-,-,-,-,-,-,-
CNK,"Cinemark Holdings, Inc.",2.99B,0.36,1.39%,29.64%,-,Quarterly,-,1,60.38%,32.77%
LASR,"nLIGHT, Inc.",2.99B,0,-,-,-,-,-,-,-,-
TGB,Taseko Mines Limited,2.98B,0,-,-,-,-,-,1,-,-
CTRI,"Centuri Holdings, Inc.",2.98B,0,-,-,-,-,-,-,-,-
NATL,NCR Atleos Corporation,2.97B,0,-,-,-,-,-,1,-,-
CON,"Concentra Group Holdings Parent, Inc.",2.97B,0.25,1.08%,20.92%,-,Quarterly,2,2,-,-
KWR,Quaker Chemical Corporation,2.96B,2.03,1.19%,-,5.64%,Quarterly,18,54,5.32%,4.95%
VRRM,Verra Mobility Corporation,2.96B,0,-,-,-,-,-,-,-,-
WRBY,Warby Parker Inc.,2.95B,0,-,-,-,-,-,-,-,-
SUPN,"Supernus Pharmaceuticals, Inc.",2.94B,0,-,-,-,-,-,1,-,-
HWKN,"Hawkins, Inc.",2.94B,0.76,0.54%,18.99%,7.14%,Quarterly,14,34,9.58%,9.74%
MRX,Marex Group plc,2.94B,0.60,1.46%,17.05%,-,Quarterly,2,2,-,-
WBI,WaterBridge Infrastructure LLC,2.93B,0,-,-,-,-,-,1,-,-
ATS,ATS Corporation,2.93B,0,-,-,-,-,-,-,-,-
RLX,RLX Technology Inc.,2.91B,0.11,4.60%,130.22%,"1,250.00%",Annual,-,4,-,-
RHI,Robert Half Inc.,2.91B,2.36,8.10%,177.66%,11.32%,Quarterly,22,22,10.06%,11.01%
TWST,Twist Bioscience Corporation,2.91B,0,-,-,-,-,-,1,-,-
